title,intro,aid,view,danmaku,reply,favorite,coin,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
《兰陵王入阵曲》汉服舞蹈完整版【阿泪了-汉姑娘】,"""""自制 《兰陵王入阵曲》应该算是完整版辣~

汉服舞蹈

套上大袖衫就跳，跳出来的效果也是美美哒~

有关背景问题，本宅腐表示无能为力：基本大门不出~二门不迈……""""",4411760,74769,271,119,1240,187,试跳,汉服之美,中国风,翻跳,古风舞,古典舞,汉服舞蹈,,,
【cos化妆教程】吸血鬼妆+假牙佩戴教程--我的獠牙已经饥渴难耐了----,"""""自制 录了两次各种剪切，对不上的请不要介意orz 第一次录化妆教程，求轻喷，超级感谢wwww
这里残瑛，微博@残瑛x总裁 有什么问题请私信哦~求关注23333
最后关于牙胶，取下假牙的时候轻轻左右晃动就行，牙胶会全部黏在牙上·····痛苦，这个时候记得用小刀刮 = =
我是这么干的，注意安全，听说戴之前在自己牙上擦凡士林有用，but我还没有试过，具体不太清楚wwww""""",4411772,17333,423,139,1268,301,化妆,化妆教程,GAY佬,COS化妆,网骗之路,,,,,
【1M舞室】妖男Park编舞Trap Queen,"""""Youku BGM-Trap Queen-Fettv Wap(Crankdat Remix) v.youku.com/v_show/id_XMTU0MDU0MzU2MA==.html?from=s1.8-1-1.2""""",4411776,35127,205,62,808,108,街舞,编舞,1M舞室,BONGYOUNG PARK,HIPHOP,,,,,
【老美一分钟】中国星巴克真的比美国贵吗？,"""""自制 24h营业？美国从来都没有好吗！中国的星巴克惊呆老美，来看看大洋彼岸的连锁店与中国的有哪些不同~""""",4411789,346637,1650,1253,744,1418,张逗张花,老美一分钟,星巴克,,,,,,,
【家庭教师Reborn】角色歌大全集,"""""家庭教师角色歌大全集-终极CD盒子 家庭教师角色曲补全计划 收录主要角色的歌曲及演唱会组合演唱  推荐家教声优演唱会Rebocon 有些歌曲演唱会上表现反而更好 以及演唱会上会有些各具特色的“惊喜”版本 挑选了三个让人佩服至极胡闹的巅峰：Varia的高质量x2 以及白兰和斯帕纳的大人的恶作剧""""",4411791,34077,3549,139,3457,374,家庭教师,角色歌,,,,,,,,
MOTO G 2016最快5月发布，格力手机二代力争“完美”，指纹T3盛夏见「资讯100秒」,"""""自制 MOTO G 2016最快5月发布，格力手机二代力争“完美”，指纹T3或成“盛夏的果实”~""""",4411835,33458,296,184,39,100,锤子T3,WWDC2016,格力手机,MOTO G,科技美学YUKI,GELIGELI PHONE,,,,
【Quin】黑暗之魂3 一周目攻略 Part 4 不死聚落 黑暗剑【机核网】,"""""自制 Part1：""""",4411841,57424,3025,445,210,1139,MRQUIN,黑暗之魂,黑暗之魂3,QUIN,鸡盒王鱼奎恩,完结撒花(伪),,,,
【精华剪辑】Bilibili Macro Link 2015,"""""自制 Bilibili Macro Link 2015精华剪辑。Bilibili Macro Link 2016已正式启动，详情请关注http://bml.bilibili.com/""""",4411858,38879,834,273,860,232,BML,,,,,,,,,
【日料刀工系列】日本乌鲂分解和刺身,"""""youtube itasan18 乌鲂是一种不常见的食用鱼，主要分布在亚太远洋深海地区，食用价值较高但不常作为捕捞的渔获出现，我国东部沿海地区称为黑皮刀""""",4411888,31302,527,68,187,59,美食视频,料理制作,乌鲂,刺身,日料刀工,,,,,
【春季日剧/720P】 异邦警察 02 松田翔太 / 浜野謙太 【猪猪】,"""""在东京，秘密入境的外国偷渡者约有15万人。当中虽有作奸犯科者，但也有大量未能获得难民身份而过着贫困生活的人。这帮没有任何依靠的偷渡者为了自我保护，建立了属于他们的自治组织。与金融厅无关的银行，不被厚劳省认定的医院等等，无所不有。当然也有警察的存在。这是一个描写在偷渡者自治组织里唯一的一名警察，久保塚早纪大展身手的故事。 美图via绵羊吧""""",4411971,63469,2412,110,915,232,日剧,松田翔太,异邦警察,,,,,,,
【杨洋】飘柔发布会ME直播台前幕后,"""""2016.04.19 特别感谢@纳兰洛语_Heroine 提供部分视频 
发布会清晰版：http://www.iqiyi.com/v_19rrlpqyio.html#vfrm=2-4-0-1""""",4411980,14200,395,28,658,51,杨洋,杨洋ICON,,,,,,,,
【飞碟头条】常州学校污染，毒地到底有多毒,"""""自制 别人上学要钱，我们上学要命。常州外国语学校自搬新址后，493名学生患病，校区地下水、空气都检出污染物，学校旁边竟然是曾有过三家化工厂的“毒地”。“毒地”到底有多可怕？到底谁该为“毒地”负责？""""",4412012,28126,348,572,233,221,飞碟头条,常州,化工厂,毒地,学校污染,,,,,
【韩国】【爱情/战争】郎在远方 2008 -720P 秀爱/郑敬淏/严泰雄,"""""我看B站没有高清版本的就自压了720P的
 片源韩网 韩网下载下来的视频很大 有大概6G 为了高清只能分P了 

《郎在远方》是由李俊益执导，秀爱、严泰雄、郑镇荣、郑京浩主演的爱情电影。影片以越南战争为背景，讲述了一位为了寻找参战的丈夫而加入慰问公演团，在战场中奔跑的女人的故事。该片于2008年7月24日在韩国上映""""",4412021,17908,309,24,512,18,郑敬淏,严泰雄,爱情,秀爱,剧情,李浚益,韩国电影,韩影,,
【葛平&洛天依】今天你要嫁给我【原曲不使用】,"""""自制 这个人很懒，什么也没写。还别有用意的看了你一眼♂。""""",4412019,23242,392,138,515,331,葛平,洛天依,原曲不使用,父女组,阿卡贝拉,,,,,
【圆叔叔】. 可爱颂&大王叫我来巡山直播视频 MAXKIM录制,"""""圆叔直播间：156 欢迎大家来玩~视频录制剪辑：MAXKIM  谢谢大家的支持（づ￣3￣）づ╭❤～""""",4412034,53554,544,158,621,1510,日常巡山,请叫我圆叔,尴尬症,可爱颂,,,,,,
永动机？还是在梦里？盗梦空间里的陀螺真的出来了,"""""Youtube 盗梦空间的陀螺真的粗现了
关注微信公众号：极客船长，每天都有新鲜的黑科技""""",4412042,121675,747,324,1122,47,标题党,盗梦空间,黑科技,永动机,动力,去你的永动机,,,,
Minecraft剪辑音乐 EnV - PneumaticTokyo By:Mazo,"""""自制……抖腿向，233""""",4412055,10730,295,51,396,444,MINECRAFT,音MAD,,,,,,,,
【食不言】韩国吃播 奔驰小哥连吃10碗炸酱面,"""""奔驰小哥吃播。不说话，吃吃吃。昨天剪的全是炸酱面……""""",4412062,22084,220,40,186,104,大胃王,吃播,美食视频,韩国吃播,吃货,食不言,,,,
电视剧【新一剪梅】片段之迷药大作战,"""""自制 出自电视剧【新一剪梅】04、08集。万秋玲（刘芸 饰演）身体不好不能生育，于是下了迷药给丈夫赵时俊，让他和沈心慈（吕一 饰演）造人。沈心慈的前未婚夫梁永昌知道后燃起恨意，也给万秋玲下了迷药。如果没有迷药，这扯淡的剧情根本无法展开，故UP主戏称为是迷药大作战。
既要交代剧情的来龙去脉，又要控制视频长度，不是很轻松呢。
手上压了不少素材了，近期会频繁更新。
我会做转场特效啦！
专注影视中的强暴戏，不过瘾？毁三观？还是撸一发？都由你决定。""""",4412084,140728,469,16,339,31,吕一,强暴,刘芸,霍建华,陈思诚,,,,,
【吃货木下】【UUUM字幕】星巴克套餐3109卡路里,"""""youtube ytb  新浪微博@大宝剑娘 http://weibo.com/dabaojianzimuzu


招收翻译和字幕君  Q群419733652      每天一发大宝剑 不包夜哟""""",4412082,75134,525,148,274,121,木下佑哗,木下求饱,吃货木下,吃货,萌妹纸,YOUTUBE,,,,
【Q君实况】黑暗之魂3 一周目直播剪辑合集,"""""自制 【Q君实况】黑暗之魂3 一周目直播剪辑合集""""",4412097,62097,1964,332,673,634,分P狂魔,游戏杂谈,实况解说,黑暗之魂,攻略解说,游戏集锦,黑暗之魂3,低配光良,直播录像,Q君大法
