title,intro,aid,view,danmaku,reply,favorite,coin,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
《兰陵王入阵曲》汉服舞蹈完整版【阿泪了-汉姑娘】,"自制 《兰陵王入阵曲》应该算是完整版辣~

汉服舞蹈

套上大袖衫就跳，跳出来的效果也是美美哒~

有关背景问题，本宅腐表示无能为力：基本大门不出~二门不迈……",4411760,74788,271,119,1239,187,试跳,汉服之美,中国风,翻跳,古风舞,古典舞,汉服舞蹈,,,
【老美一分钟】中国星巴克真的比美国贵吗？,自制 24h营业？美国从来都没有好吗！中国的星巴克惊呆老美，来看看大洋彼岸的连锁店与中国的有哪些不同~,4411789,346683,1650,1253,744,1418,张逗张花,老美一分钟,星巴克,,,,,,,
【家庭教师Reborn】角色歌大全集,家庭教师角色歌大全集-终极CD盒子 家庭教师角色曲补全计划 收录主要角色的歌曲及演唱会组合演唱  推荐家教声优演唱会Rebocon 有些歌曲演唱会上表现反而更好 以及演唱会上会有些各具特色的“惊喜”版本 挑选了三个让人佩服至极胡闹的巅峰：Varia的高质量x2 以及白兰和斯帕纳的大人的恶作剧,4411791,34147,3551,139,3456,375,家庭教师,角色歌,,,,,,,,
【1M舞室】妖男Park编舞Trap Queen,Youku BGM-Trap Queen-Fettv Wap(Crankdat Remix) v.youku.com/v_show/id_XMTU0MDU0MzU2MA==.html?from=s1.8-1-1.2,4411776,35136,205,62,807,108,街舞,编舞,1M舞室,BONGYOUNG PARK,HIPHOP,,,,,
MOTO G 2016最快5月发布，格力手机二代力争“完美”，指纹T3盛夏见「资讯100秒」,自制 MOTO G 2016最快5月发布，格力手机二代力争“完美”，指纹T3或成“盛夏的果实”~,4411835,33460,296,184,39,100,锤子T3,WWDC2016,格力手机,MOTO G,科技美学YUKI,GELIGELI PHONE,,,,
【Quin】黑暗之魂3 一周目攻略 Part 4 不死聚落 黑暗剑【机核网】,自制 Part1：,4411841,57484,3026,445,210,1139,MRQUIN,黑暗之魂,黑暗之魂3,QUIN,鸡盒王鱼奎恩,完结撒花(伪),,,,
【日料刀工系列】日本乌鲂分解和刺身,youtube itasan18 乌鲂是一种不常见的食用鱼，主要分布在亚太远洋深海地区，食用价值较高但不常作为捕捞的渔获出现，我国东部沿海地区称为黑皮刀,4411888,31306,527,68,186,59,美食视频,料理制作,乌鲂,刺身,日料刀工,,,,,
【春季日剧/720P】 异邦警察 02 松田翔太 / 浜野謙太 【猪猪】,在东京，秘密入境的外国偷渡者约有15万人。当中虽有作奸犯科者，但也有大量未能获得难民身份而过着贫困生活的人。这帮没有任何依靠的偷渡者为了自我保护，建立了属于他们的自治组织。与金融厅无关的银行，不被厚劳省认定的医院等等，无所不有。当然也有警察的存在。这是一个描写在偷渡者自治组织里唯一的一名警察，久保塚早纪大展身手的故事。 美图via绵羊吧,4411971,63470,2412,110,915,232,日剧,松田翔太,异邦警察,,,,,,,
【杨洋】飘柔发布会ME直播台前幕后,"2016.04.19 特别感谢@纳兰洛语_Heroine 提供部分视频 
发布会清晰版：http://www.iqiyi.com/v_19rrlpqyio.html#vfrm=2-4-0-1",4411980,14203,395,28,657,51,杨洋,杨洋ICON,,,,,,,,
【精华剪辑】Bilibili Macro Link 2015,自制 Bilibili Macro Link 2015精华剪辑。Bilibili Macro Link 2016已正式启动，详情请关注http://bml.bilibili.com/,4411858,38884,834,273,860,232,BML,,,,,,,,,
【葛平&洛天依】今天你要嫁给我【原曲不使用】,自制 这个人很懒，什么也没写。还别有用意的看了你一眼♂。,4412019,23242,392,138,515,331,葛平,洛天依,原曲不使用,父女组,阿卡贝拉,,,,,
【飞碟头条】常州学校污染，毒地到底有多毒,自制 别人上学要钱，我们上学要命。常州外国语学校自搬新址后，493名学生患病，校区地下水、空气都检出污染物，学校旁边竟然是曾有过三家化工厂的“毒地”。“毒地”到底有多可怕？到底谁该为“毒地”负责？,4412012,28126,348,572,233,221,飞碟头条,常州,化工厂,毒地,学校污染,,,,,
【韩国】【爱情/战争】郎在远方 2008 -720P 秀爱/郑敬淏/严泰雄,"我看B站没有高清版本的就自压了720P的
 片源韩网 韩网下载下来的视频很大 有大概6G 为了高清只能分P了 

《郎在远方》是由李俊益执导，秀爱、严泰雄、郑镇荣、郑京浩主演的爱情电影。影片以越南战争为背景，讲述了一位为了寻找参战的丈夫而加入慰问公演团，在战场中奔跑的女人的故事。该片于2008年7月24日在韩国上映",4412021,17931,336,24,512,18,郑敬淏,严泰雄,爱情,秀爱,剧情,李浚益,韩国电影,韩影,,
【圆叔叔】. 可爱颂&大王叫我来巡山直播视频 MAXKIM录制,圆叔直播间：156 欢迎大家来玩~视频录制剪辑：MAXKIM  谢谢大家的支持（づ￣3￣）づ╭❤～,4412034,53571,546,158,621,1510,日常巡山,请叫我圆叔,尴尬症,可爱颂,,,,,,
永动机？还是在梦里？盗梦空间里的陀螺真的出来了,"Youtube 盗梦空间的陀螺真的粗现了
关注微信公众号：极客船长，每天都有新鲜的黑科技",4412042,121698,747,324,1121,47,标题党,盗梦空间,黑科技,永动机,动力,去你的永动机,,,,
Minecraft剪辑音乐 EnV - PneumaticTokyo By:Mazo,自制……抖腿向，233,4412055,10731,295,51,396,444,MINECRAFT,音MAD,,,,,,,,
【食不言】韩国吃播 奔驰小哥连吃10碗炸酱面,奔驰小哥吃播。不说话，吃吃吃。昨天剪的全是炸酱面……,4412062,22085,220,40,186,104,大胃王,吃播,美食视频,韩国吃播,吃货,食不言,,,,
电视剧【新一剪梅】片段之迷药大作战,"自制 出自电视剧【新一剪梅】04、08集。万秋玲（刘芸 饰演）身体不好不能生育，于是下了迷药给丈夫赵时俊，让他和沈心慈（吕一 饰演）造人。沈心慈的前未婚夫梁永昌知道后燃起恨意，也给万秋玲下了迷药。如果没有迷药，这扯淡的剧情根本无法展开，故UP主戏称为是迷药大作战。
既要交代剧情的来龙去脉，又要控制视频长度，不是很轻松呢。
手上压了不少素材了，近期会频繁更新。
我会做转场特效啦！
专注影视中的强暴戏，不过瘾？毁三观？还是撸一发？都由你决定。",4412084,141301,469,17,341,31,吕一,强暴,刘芸,霍建华,陈思诚,,,,,
【Q君实况】黑暗之魂3 一周目直播剪辑合集,自制 【Q君实况】黑暗之魂3 一周目直播剪辑合集,4412097,62121,1966,332,673,634,分P狂魔,游戏杂谈,实况解说,黑暗之魂,攻略解说,游戏集锦,黑暗之魂3,低配光良,直播录像,Q君大法
BB Time第三期：Apple Pay简直弱爆了——Samsung Pay,自制 上回用了Apple Pay，有很多朋友说想看Samsung Pay，所以，我们今天就去用用“山上呸”。用了之后，不得不说，Samsung Pay确实是装逼利器啊，比Apple Pay还装啊！谁用谁知道啊！BGM：New Thang——Redfoo,4412111,20543,200,61,66,119,TESTV,APPLE PAY,SAMSUNG PAY,搞笑,吐槽,,,,,
【かみん】It doesn't matter anyway【(๑´ㅂ`๑)】,"自制 按照往年的梗…无事的迎来了38岁的生日了……～
谢谢大家一年以来的帮助和支持(๑´ㅂ`๑)今后也请多多指教
音楽本家：",4412117,11377,185,149,196,242,かみん,38岁生日?!,,,,,,,,
【排球少年/及影日/誤解】背叛者、被背叛者與第三者,youtu.be/ucT2_l-6d6s。 作者:SilverMuseAMV。BGM:The Hills，演唱者:The Weeknd。(其實開頭就都有寫得很清楚了，不過還是習慣性都寫清楚)【已授權】【禁商用轉載/禁傳秒拍】。故事就是NTR設定，這些作者們不虐則以，虐起來都要人命....,4412132,10713,247,129,462,127,排球少年,及影,影日,虐向,误解向,不看简介暴菊花,,,,
我那7年的战痘成功史,"https://www.youtube.com/watch?v=menwSUzdS_E 最为一个资深豆皮，经过了艰苦卓绝的抗战！现在也可能是old了的关系。。痘几乎不发­了，也算是抗痘成功！

视频中提到的产品
理肤泉EFFACLAR洗面奶／爽肤水／K乳等
Kiehls蓝色草本爽肤水／小黄瓜水
Bare Minerals矿物质粉

希望大家战痘成功！
微博@啊哟大阿桔",4412133,15379,212,111,1549,112,化妆,美妆,化妆教程,教程,日常,时尚,YOUTUBE,萌妹子,美女,
【吃货木下】【UUUM字幕】星巴克套餐3109卡路里,"youtube ytb  新浪微博@大宝剑娘 http://weibo.com/dabaojianzimuzu


招收翻译和字幕君  Q群419733652      每天一发大宝剑 不包夜哟",4412082,75135,525,148,274,121,木下佑哗,木下求饱,吃货木下,吃货,萌妹纸,YOUTUBE,,,,
[AMV] Graveyards Souls「 合作 」,"youtu.be/DFBvNRUx9iU 
[AMV] Graveyards Souls「 Sik &amp; Cariuchiha COLLAB 」
Sik(xSikrox) 和 cariuchihaHD(Cariuchiha) 二人填了一年的合作(咸鱼之魂
BGM：Dangerkids – Hostage
其它信息看结尾",4412206,10685,161,53,802,118,AMV,SIK,CARIUCHIHA,,,,,,,
[玩客轻体验]nubia Z11 mini上手体验-实测OTG+指纹识别,自制 时隔一年之后，nubia Z系列终于推出了全新产品Z11 mini，它的表现究竟如何呢？想了解更多，请关注微信公众账号：爱玩客iVankr。,4412248,12769,444,55,32,37,Z11MINI评测,Z11MINI拆机,Z11MINI拆解,Z11MINI开箱,Z11MINI体验,,,,,
当年今日，Billboard 2006-2015第17期TOP5榜单回顾 @柚子木字幕组,自制 【柚子木字幕组论坛正式开放 www.youzimu.com 招募翻译、听译、校对、时间轴】 更多精彩视频请 微信公众号Youzimu  微博搜索@柚子木字幕组 http://weibo.com/youzimucom,4412251,42727,3200,198,650,292,MV,柚子木字幕组,欧美音乐,YOUTUBE,BILLBOARD,当年今日,,,,
动画短片：一只见证了人类历史的倒霉机器人,Zumbakamera 一只外星人从古代就来到了地球，却没有都教授那样好的运气。它一着陆就遇见了一场人类战争，于是逼不得已找了一个避风港，时光荏苒，岁月变迁，然而他却没想到它所见证的人类历史总是惊人的相似。From Zumbakamera,4412219,102585,1766,120,4289,632,战争,机器人,动画短片,,,,,,,
【请勿乱动（Please  Dont Touch Anything）】全结局攻略,https://www.youtube.com/watch?v=K7hLMSZ6DrE 请勿乱动（Please  Dont Touch Anything）全结局攻略,4412218,23647,223,30,313,37,请勿乱动,攻略,,,,,,,,
ASMR 藻 咀嚼音和液体的声音,"https://www.youtube.com/watch?v=dRIkoHhyznk
up：まりも ASMR",4412268,48072,588,139,1338,94,ASMR,耳机福利,,,,,,,,
 『记忆碎片』，诺兰大神成名作，悬疑烧脑倒叙讲故事，看完也就懂了！ (三十话）,自制 《记忆碎片》是导演克里斯托弗•诺兰的成名作，也是一部口碑极佳的解谜电影。从处女作《追随》开始，一直到《致命魔术》、《盗梦空间》，《星际穿越》，诺兰的电影常常被观众贴上烧脑的标签，这主要是因为他习惯采用非线性的叙事结构。而《记忆碎片》正是诺兰将非线性叙事的发挥到极致的典范。,4412346,46271,202,66,507,680,克里斯托弗•诺兰,非线性叙事,烧脑,悬疑,,,,,,
【4个月狂减45斤的秘♂密】减肥产品拔草，亲身减肥方法分享，变身a4腰iphone腿,"自制 减肥前185斤 175cm
减肥后140斤 183cm
希望每个人都能享受试衣服不用担心穿不上的快感

废话较多的唠嗑版
微博：海男Rex",4412369,224419,4420,1378,8267,2926,运动,日常,减肥,邱淑贞,,,,,,
【神话shinhwa】happy together 合集,转载神话天下 bestshinhwa等 happy together的合集,4412406,31803,1978,24,2316,48,神话SHINHWA,,,,,,,,,
【看完你就收藏了 07】 飞向远方的不死蝶,自制 一路走好,4412400,155066,1452,744,3268,3426,数码宝贝,和田光司,史丹利快爆,催泪,看完你就收藏了,建议关闭弹幕,科比走好,,,
【乖离性百万亚瑟王】地狱级 mdzz女王梅芙（外加神秘嘉宾来访）【附带解说】,自制 2016年4月下第35期 3DBOSS メイヴ。请根据你的需要挑选视频看：打超弩请看P1，打地狱solo请看P2，仅仅就是想看看BOSS特效请看P3。【内容分配】P1：0~6(卡组解说)6~17(第一辆车)18~最后(第二辆车)。P2:0~4(卡组解说)4~10(第一辆车)11~最后(第二辆车)【更多视频请点开零太的个人空间查看，微博和资料站会发在评论区，欢迎大家查看。】,4412433,24123,673,73,88,121,乖离性百万亚瑟王,乖离性MA,乖离性ミリオンアーサー,,,,,,,
【LANA慢速镜面教学】1M舞室Mina Myoung编舞Twerk It Like Miley,自制 BGM-Twerk It Like Miley(Brandon Breal Remix)-Dawin 大家好哟~新鲜出炉的教学!!这编舞很长也很费力 原版是双人的 虽然我是单人教不过动作都一样 只是方向不同 要练熟了再跟音乐啊~春天的玉兰花很漂亮呢 在树下跳这么激烈的舞有点奇怪hhh 话说最近打算在订阅数到达30万的时候给些福利哟 可以猜猜看期待下~喜欢的话请为我充电吧 谢谢观看(づ￣3￣)づ╭❤Peace,4412485,30889,207,98,1628,248,舞蹈教学,慢速,镜面,分解,1M舞室,MINA MYOUNG,HIPHOP,LIA KIM,街舞,LANA
【JRs字幕】如何防库里？巴蒂尔谈自己的看法：放一步等于送分|努力防，剩下的看运气,【JRs字幕】如何防库里？巴蒂尔谈自己的看法：放一步等于送分|努力防，剩下的看运气,4412475,62317,88,37,50,12,库里,,,,,,,,,
【金坷垃】老男孩-筷子兄弟,自制 调得比较满意，只是原曲人声消除得不够好,4412590,30643,441,87,581,211,金坷垃,老男孩,金坷垃是检验神曲的唯一标准,,,,,,,
【乖离性百万亚瑟王】零太的扭蛋实况 第⑥期（普通到不能再普通的100名声蛋池）,自制 封面来源：http://tieba.baidu.com/p/4489738237【更多视频请点开零太的个人空间查看，微博和资料站会发在评论区，欢迎大家查看。】,4412595,12108,207,37,14,85,乖离性百万亚瑟王,乖离性MA,乖离性ミリオンアーサー,,,,,,,
【伦敦之心字幕组】151026 月曜夜未央,"伦敦之心字幕组 本期的事件有 1.聊聊千叶的新闻 2.调查那个为什么会这样 3.只需一分钟就可入睡的呼吸法 4.区分日本人的多数派和少数派 等八个事件
下载地址在男女纠察队贴吧 想了解字幕组更新动态的请关注字幕组微博或者直接关注我 喜欢的就投个硬币 收藏下视频 贡献点弹幕吧
有什么问题或者视频有什么问题可以@我",4412609,22991,1619,65,349,179,伦敦之心字幕组,村上信五,月曜夜未央,国外综艺,是埼玉不是琦玉,JAGUAR桑,,,,
【吾恩】夜昙【时之歌Project】,自制 本家：,4412651,38227,866,597,2413,1853,中文翻唱,国人男声,男声,时之歌,吾恩,洛维娜吾恩西亚,夜昙,这天下没有孤翻不了的歌,,
 fateUBW 拔剑神曲  [βios] 【催泪虐燃向】,自制 看了一个fate拔剑神曲来的灵感，希望大家喜欢，还有就是不要拿罪恶王冠引战！谢谢合作！   BGM：βios-泽野弘之,4412697,69167,806,151,3134,1613,MAD,拔剑神曲,ΒIOS,卫宫士郎,SABER,红A,FATE STAY NIGHT UBW,,,
【食不言】韩国吃播 奔驰小哥吃炸酱面小合集,不说话，吃吃吃。昨晚剪的都是炸酱面……今天第三个视频~(╯з╰),4412702,23181,260,60,292,108,大胃王,吃货,美食视频,吃播,韩国吃播,食不言,,,,
国外高手演示守望先锋小电影是如何制作的,www.youtube.com  我们偶尔会在一些守望先锋的老司机们手上看到一些神秘的守望先锋小电影，以及一些质量非常棒的3D画面截图，还记得那张D.Va天使黒百合猎空的背景合影吗，想知道这是怎么制作出来的吗？国外大神视频演示为你揭晓答案！,4412698,10212,91,35,311,24,守望先锋,OVERWATCH,暴雪游戏,暴雪电影,动画短片,,,,,
泰国电影《初恋甜滋滋》主题曲《可以爱我吗》中字MV@天府泰剧,天府泰剧 泰国电影《初恋甜滋滋》主题曲《可以爱我吗》中字MV@天府泰剧,4412687,10578,64,30,203,17,主题曲,天府泰剧,初恋,初恋甜滋滋,可以爱我吗,泰国电影,RODMAY,爱来了别错过,,
日本宝矿力水特 2016年 广告,"https://www.youtube.com/watch?v=THmL6NsFmhA POCARI SWEATの新しいCMは、
八木莉可子さんがニューヒロインとして登場します。
運動部も文化部も、部活をがんばるすべての人へ。
八木さん演じる高校生と生徒たちが、ダンスと歌でエールを送ります。
「君の夢は、僕の夢。想像以上の未来へ。」",4412768,52866,145,57,1485,164,广告,日本,写真馆,宝矿力水特,八木莉可子,POCARI SWEAT,ポカリスエット,,,
钢铁侠挑逗钢铁女神（埃菲尔铁塔）- 美国队长：内战 @柚子木字幕组,2 https://www.youtube.com/watch?v=qmV8vVIDA2c【柚子木字幕组论坛正式开放 www.youzimu.com 招募翻译、听译、校对、时间轴】 更多精彩视频请 微信公众号Youzimu  微博搜索@柚子木字幕组 http://weibo.com/youzimucom,4412828,56760,250,239,983,151,柚子木字幕组,YOUTUBE,,,,,,,,
陈翔六点半 2015：最让美女主播尴尬的事 30,自制 《陈翔六点半》是全网第一创意爆笑迷你剧，有灵活的场景和固定的时长，家庭幽默录像式的小情节短剧，无固定演员固定角色具有鲜明的网络特点。,4412887,17140,91,12,16,19,原创,搞笑视频,脑洞大开,恶搞,吐槽,,,,,
中国电视剧音乐编年史·90年代上篇,自制 上次的播放好凄凉，所以这次只能出半集，心好累，我们下个天/周/月/年/世纪/纪元再见~。x浪微博某accelostorder。,4412920,237811,24785,887,6360,6865,电视剧,诈尸,马景涛,笑死人不偿命,失踪人口回归,UP主年龄是迷系列,看我刷出了什么,大神新作,吐槽功力不减,UP主年龄是未解之谜
动画《 大鱼海棠》2016,短片  国产动画大鱼海棠 希望大家支持。逍遥游一词出自《庄子》，乃是全本三十三篇之第一篇。其开篇语：“北冥有鱼，其名为鲲……”流传久远，妇孺皆知。《逍遥游》的想象奇特怪诞，洋溢着浪漫色彩，追求顺其自然无所依，最终获得无穷的自在自由。,4412892,275218,470,291,1359,108,动画短片,国产动画,国漫,,,,,,,
2016九月更新，吃货河马吃南瓜、西瓜、哈密瓜和苹果，动物中的木下佑华,"自制 这是动物园的河马，非常温顺可爱，一辈子只知道吃这一件事，我们给它吃各种水果，每次看着它噶阿嘎啦把各种大水果小水果嚼吧嚼吧吃下去，也是一大享受。
有人怀疑这里有危险，其实一点都没有的，因为第一，它危险的两个向前的长牙被拔掉了；第二，从来单独生活的河马是不会打架的，因为它没看过打架；第三，在食物充足非发情期的情况下，动物的危险性是非常非常低的。",4412891,12308,384,46,122,228,吃货,美食,木下佑哗,河马,呆萌,,,,,
【张召忠】局座讲解中国主战坦克99式,CNTV 每次局座都能把红红哄的乐呵呵的。撩妹只服张召忠。,4412956,39061,1112,114,310,63,美国,俄罗斯,红の诱惑,59魔改,张召忠,为啥子我的粉丝数还不如那个假李红...,铂的质子数乘以铁的质子数减去磷的质子数,,,
【肖钱】150502 SNH48 钱蓓婷生日公演 肖钱实力放闪虐cry单身狗 CUT,150502 SNH48 钱蓓婷生日公演,4412987,10701,398,12,365,25,SNH48,SNH48钱蓓婷,SNH48孔肖吟,肖钱,,,,,,
Luckystar Low Presents Seve （Tez Cadey ) - Dance Tutorial,Luckystar Low Presents Seve （Tez Cadey ) - Dance Tutorial,4413011,16054,85,20,727,48,教程,舞蹈,舞蹈教学,舞蹈教程,,,,,,
用八音盒演奏禁绝边境线【MacrossΔ/超时空要塞Δ】," 
又多一个有毒的版本。。。妈的害怕（。
ギリギリ愛♪！——いけないボーダーライン♪！——(°∀°=°∀°)
印度阿三版：",4413009,10293,97,46,698,125,超时空要塞Δ,音乐盒,禁绝边境线,八音盒,MACROSS DELTA,いけないボーダーライン,这解毒药我不喝,,,
【幺鸡】♥Love Novels♥( σ\'ω\')σ ☆第四作☆wuli真姬生日快乐!!万圣节ver.,"自制 这次真的。。。觉得自己瞎跳。。。最近注意产量没注意质量 可是来不及在小真姬生日前再录一次了
顺便帮你们先吐槽完【高P对吧我知道了我知道了】不说了我去练舞反省了 哭泣.jpg
dancer:@幺鸡w (新浪微博)  摄影后期:@LBen_不打光会死星人 感谢阿斌这次又麻烦你了！！",4413024,20749,161,251,495,263,LOVE LIVE!,COSPLAY,,,,,,,,
史上最简单漂移教程，没有之一，撩妹新技能,转载自YouTube 链接：https://www.youtube.com/watch?v=e_0BFYv-Ogg,4413083,20021,221,51,279,23,漂移,汽车,,,,,,,,
《我的吸血鬼男友》花絮：原来你们是这样的吸血鬼（接客篇）,哈哈哈哈哈哈哈哈哈哈哈，看完以后笑到抽，还有最后掌柜的那句“你这个死丫头”,4413171,20242,154,17,600,27,COSPLAY,杀漠,小梦,曲豆,竿竿,小恒,闵轩,,,
【淫贼的女装计划】本宝宝不想说话略略略,自制 你们好，这里是带投稿的老粘，其实最开始，我说我要是知道淫贼想啥我就是个茄子。不过自从看了淫贼的女装，我就知道，这个朋友我交定了，还有让我变成茄子吧！,4413161,30354,1287,197,658,458,啪啪啪狂魔,女装,淫娘,喉结暴露男孩子,,,,,,
【Vanoss有趣时刻】GMOD死亡跑酷--加拿大版【中文字幕】,"https://www.youtube.com/watch?v=qVLVl2NzHT 
【Vanoss有趣时刻】GMOD死亡跑酷--加拿大版【中文字幕】最新的",4413207,13440,87,12,128,42,实况解说,解说,娱乐,娱乐解说,直播录像,GMOD,VANOSS,,,
【宫村三火】大概是个粉嫩的正太妆，过程依旧很糙,"自制 【感谢观看】
微博@宫村三火
BGM：Animals-Maroon 5
           燕子-三无
上次画的一个很粉嫩的妆
这次录视频画的和上次稍微有些出入
说好的正太成了小流氓orz",4413211,13988,284,90,604,219,美妆,化妆教程,COS教程,COS眼妆,,,,,,
【电音金坷垃特别篇】Levels - Avicii —— 精神病院金坷垃中毒事件！,"自制 美美不幸身中金坷垃剧毒，被送进精神病院，然而一股洪荒之力打通了美美的任督二脉，自此口吐莲花，内藏坷垃，医护人员不明所以，误以为金坷垃乃灵丹妙药，误食之，导致精神病院集体中毒，美日非灵魂附体……精神病院是否能躲过这一劫呢？
BGM：Levels-Avicii
MP3下载地址：http://pan.baidu.com/s/1nvEh5HJ",4413197,148490,1479,424,4987,2753,洗脑循环,LEVELS,AVICII,电音,电音金坷垃,金坷垃,,,,
苏暖：这样的虚拟男友请给我来一打！（我怎么可能好好做游戏？）,自制 419快乐。匿了,4413219,28433,564,130,156,200,小游戏,虚拟男友,,,,,,,,
【WOW】魔兽世界经典BOSS台词合集（新版）,原作者：仙崎九月 搬运  这个视频是我的朋友前段时间交的群内“作业”。因为前两天看到B站上的BOSS台词 ,4413274,16648,559,22,571,66,魔兽世界,精彩集锦,,,,,,,,
【TNABO】《奇幻森林》幕后拍摄日志,https://www.youtube.com/watch?v=zTebgHNSe_4 更多电影资讯请关注【TNABO北美票房】微博及微信公众号，TNABO翻译组持续招人中，欢迎听译、视频制作、字幕特效等人员入群129763706,4413257,10423,202,20,169,22,TNABO,奇幻森林,,,,,,,,
ASMR 樱桃妹子 嘴的声音__接吻__吃耳朵的声音,"https://www.youtube.com/watch?v=eXQqKxprypI Mouth Sounds - __ Kissing __ Ear Eating __ Gum Chewing _ CherryCrush
UP . cherry crush ASMR",4413286,64057,562,262,3074,232,耳机,ASMR,樱桃妹子,,,,,,,
【NANA】May J Lee编舞-Sparks,自制 第二次跳女神May J Lee的舞，因为本人之前受过伤的原因所以一跳这种大力的舞，总是感觉颈椎紧巴巴的不灵活~~~不过虽然不如女神跳的好，但是也算是向女神致敬吧！和原版比差距还是蛮大的，谢谢大家的鼓励啦！新浪微博&amp;微信公众号：@太阳当空照NANA,4413307,39933,131,49,375,129,太阳当空照NANA,MAY J LEE,SPARKS,,,,,,,
《小罗恶搞》419美女街头勾引路人测试,"自制 微信搜索：小罗恶搞
新浪微博@小罗恶搞",4413289,12850,104,14,39,15,小罗恶搞,搞笑,打飞机,恶搞路人,东北恶搞,欠登儿,,,,
【万恶之源】 万能的阿三热舞系列【全程高能/印度神曲】,  ,4413329,36809,820,64,1673,103,万恶之源,阿三神曲,印度阿三,神同步,印度舞蹈,要腿有何用,,,,
首尔艺高5班毕业video 俞宙 李硕珉 金祉呼 程潇,首尔艺术高中 实用舞蹈系 三年五班 毕业影像。GFRIEND崔俞娜(俞宙)，SEVENTEEN李硕珉(DK)，Oh My Girl金祉呼，宇宙少女程潇 是同班同学,4413412,39109,342,81,561,12,GFRIEND,俞宙,崔俞娜,SEVENTEEN组合,李硕珉,OH MY GIRL,金祉呼,宇宙少女,程潇,
人渣反派自救系统【洛冰河少恭X沈清秋陶醉】【2.0版】,自制 新修版，把第一首歌改成了花神泪，增删了一些镜头，让剧情更加圆满流畅一点，这版有师尊长出来的镜头哦233333~答应我看到最后好吗，有彩蛋哦~依然是做到重生前后，后面因为人物以及素材关系强行He了（其实是因为懒_(:зゝ∠)_,4413440,26863,1049,340,1837,1120,沈晓海,配小说食用更佳,人渣反派自救系统,乔挑,乔振宇,笑起来是活的师尊,组团刷春山恨,魔道祖师作者,第一版av4375408,墨香铜臭
法国妹子翻跳KPOP【 RISIN\' CREW】 Rough——GFriend Dance Cover,youtube https://www.youtube.com/watch?v=OGUqJX0mRxM 法国的RISING CREW， 从油管搬运过来，，，妹子们很棒啊,4413470,11494,173,27,327,87,翻跳,GIRL FRIEND,法国,ROUGH,,,,,,
我只不过是给papi酱的精分小剧场配上了音乐,自制 走的是简便路线  笑一下便满足了我的虚荣心.,4413500,12776,68,20,33,12,PAPI酱,,,,,,,,,
欢乐颂 【刘涛X王子文】恶作剧之吻 （安迪＆曲筱绡）,"自制 「你要去瞄准你要的人」
古灵精怪富家女x霸道女总裁，大声告诉我这设定带感么！五美也超有爱！ ！
BGM: Say U Love Me",4413495,37311,240,50,406,118,王子文,安迪,欢乐颂,影视剪影,刘涛,曲筱绡,安曲,百合,,
【Risin Crew】Someone like you——Dalshabet 法国妹子翻跳KPOP,youtube https://www.youtube.com/watch?v=9S_HKxThVjo 来自法国的RISIN CREW 妹子们很棒啊。。翻跳,4413511,21655,294,37,588,101,法国,Korea音乐舞蹈,DALSHABET,翻跳,Risin\' Crew,,,,,
【中文填词】青鸟（火影OP）【师欣】,自制 和大九的第一个结晶终于出生了！！火影完结快乐啊【虽然迟了点！《青鸟》填词/剪辑：lnine=小九 演唱：师欣 后期：三娃混音工作室 MP3下载：http://5sing.kugou.com/fc/15112489.html,4413600,129018,1436,463,4650,3366,火影忍者,青鸟,中文填词,火影忍者疾风传,师欣,国人女声,火影忍者OP,泪燃向,,
【720P/DVDRip】 Myself;Yourself  【澄空】,"今天，日高佐菜回到了曾经居住过的小镇上，他即将在那个充满了欢乐回忆的地方开始新的生活。可是，今日的日高早已不同于往日，曾经饱受欺辱的日子彻底改变了他单纯的性格，更有一道永远无法抹去的伤疤要陪伴日高度过他的余生。 
在小镇上，日高遇见了曾经的初恋对象八代菜菜香，从前活泼可爱的她，如今却变成了少言寡语态度冷淡的傲娇女，这些年究竟发生了什么使得她发生了如此巨大的变化呢？在善于插科打诨的好友若月修辅的陪伴下，日高找回了昔日的快乐时光，但总有一份不安在心中默默的酝酿。日高知道，一场回忆的狂风暴雨即将袭来",4413640,157883,14878,347,1433,337,YOURSELF,MYSELF,self学,,,,,,,
【正常速剪说话版】+【快进版】奔驰哥BANZZ吃猪排、意面,http://www.bilibili.com/video/,4413647,16331,315,20,138,232,美食视频,大胃王,吃货,美食,,,,,,
【豆瓣8.2分】言语的秘密生活 La vida secreta de las palabras (2005)【中英字幕】,"人人影视 独来独往的工厂女工汉娜，由于听力不好而总是戴着助听器。不善交际的她在工作上一直任劳任怨，终于在数年后得到了第一个假期。然而出乎众人意料的是，一时间具足无措的她居然主动放弃了这个难得的机会，自愿前往一间海上石油钻井平台，照顾一位在事故中被严重烧伤暂时失明的男人约瑟夫。 
　　与世隔绝、荒凉枯燥的钻井平台，两颗饱受痛苦往事折磨的孤独灵魂，一段交织在秘密与真相间的微妙亲密关系。在汉娜的悉心照料下，约瑟夫终于敞开心扉，与此同时，汉娜也打破沉默，向他讲述起自己不为人知的凄惨遭遇。",4413651,12544,302,30,1618,37,电影,文艺,,,,,,,,
